trail_id,park_id,trail_name,length,elevation_gain,route_type,latitude,longitude,gain_per_foot
10037737,145,Twin Creeks Trail,7242.03,240.792,out and back,35.70124,-83.51204,0.033249244
10033596,145,Baskins Creek Falls Trail to Greenbrier Cove,15771.532,559.9176,point to point,35.67703,-83.47849,0.03550179
10318501,145,Huskey Branch Falls,7563.898,116.7384,out and back,35.65364,-83.58022,0.01543363
10255292,145,Old Sugarlands Trail,12070.05,382.8288,out and back,35.68804,-83.53492,0.031717252
10260022,145,Metcalf Bottoms Trail,2414.01,56.9976,out and back,35.67828,-83.64769,0.02361117
10278112,145,Mount LeConte via Rainbow Falls Trail,20921.42,1219.8096,out and back,35.67577,-83.48556,0.05830434
10265630,145,Rainbow Falls Trail and Cliff Tops Trail,20277.684,1194.816,out and back,35.6755,-83.48568,0.058922708
10033607,228,Appalachian Trail: Davenport Gap to Max Patch,21404.223,1658.7216,point to point,35.78333,-83.10927,0.07749506
10235691,94,Schoolhouse Gap Trail,7563.898,181.9656,out and back,35.62725,-83.72644,0.02405712
10039408,233,Devil's Den Trail,7242.03,108.8136,out and back,29.62241,-103.14261,0.01502529
10280663,94,Meigs Creek Trail: Short Version,5632.69,226.7712,out and back,35.66942,-83.66239,0.040259838
10111624,145,Injun Creek Trail,11104.446,447.7512,out and back,35.72964,-83.40584,0.040321793
10010713,94,Anthony Creek Leadbetter Ridge Loop Trail,20760.486,988.7712,loop,35.60421,-83.77067,0.047627553
10242506,145,Myrtle Point via Appalachian Trail and Boulevard Trail,25266.639,1130.808,out and back,35.61041,-83.42557,0.044754982
10266181,145,Jakes Creek Trail to Avent Cabin,4345.218,146.9136,out and back,35.65229,-83.58147,0.03381041
10292939,145,Mount Le Conte,20116.75,993.9528,out and back,35.68029,-83.46251,0.049409214
10111792,139,Chestnut Branch Trail to Mount Cammerer,16254.334,1005.84,out and back,35.75946,-83.10599,0.061881345
10111329,94,Chestnut Top Trail to Whiteoak Sink,16254.334,602.8944,out and back,35.66054,-83.70901,0.037091304
10279123,9,Brushy Mountain,10138.842,528.828,out and back,35.68026,-83.46246,0.05215862
10284971,94,Lynn Camp Via Middle Prong Trail,7081.096,156.972,out and back,35.61861,-83.67006,0.022167753
10042714,145,Cove Hardwoods Nature Trail,1287.472,62.7888,loop,35.63642,-83.49171,0.048769057
10260510,145,Newfound Gap Road Drive,47314.598,1191.768,point to point,35.68449,-83.53498,0.025188167
10258633,145,Elkmont Nature Trail,1287.472,28.956,loop,35.65775,-83.58068,0.022490585
10270730,145,Jakes Creek via Miry Ridge Trail and Appalachian Trail Loop,40555.367,1551.7368,loop,35.65201,-83.58122,0.03826218
10235575,228,Mt. Sterling via Baxter Creek Trail,18829.277,1255.776,out and back,35.75117,-83.10971,0.06669273
10039311,139,Lower Mount Cammerer Trail,23335.43,578.8152,out and back,35.75396,-83.20703,0.024804136
10245065,94,Elijah Oliver Place Trail,1931.208,29.8704,out and back,35.59758,-83.84334,0.01546721
10353236,94,Rocky Top via Anthony Creek Trail,18829.277,1118.9208,out and back,35.60501,-83.7701,0.05942452
10276323,145,Newfound Gap to Indian Gap,5310.822,256.9464,out and back,35.61057,-83.42605,0.048381668
10235696,145,Grapeyard Ridge Trail,23174.496,980.8464,out and back,35.70772,-83.38335,0.04232439
10235671,145,Huskey Gap Trail,6115.492,381,out and back,35.66318,-83.52673,0.06230079
10038786,145,Brushy Mountain Trail,18024.607,933.9072,out and back,35.69686,-83.3878,0.051812902
10306112,145,Courthouse Rock Trail,3540.548,220.98,out and back,35.65007,-83.5128,0.062414065
10234202,145,Jakes Creek and Lynn Camp Prong,27036.912,1195.7303,out and back,35.65234,-83.58154,0.044225845
10294985,145,Riverview Quiet Walkway,1448.406,42.9768,loop,35.66337,-83.52636,0.02967179
10012885,145,Sugarland Mountain Trail,18829.277,1347.8256,point to point,35.67171,-83.58043,0.07158138
10340048,145,Chestnut Top Trail,13679.39,507.7968,out and back,35.66048,-83.70866,0.037121307
10011050,290,Little Bottoms Trail,11104.446,289.8648,out and back,35.60914,-83.93525,0.026103491
10008136,94,Appalachian Trail: Fontana Lake to Mount Squires,24622.902,1590.7512,point to point,35.46048,-83.81107,0.064604536
10235590,145,Curry Mountain Trail,10299.776,391.9728,out and back,35.67542,-83.64643,0.038056437
10111543,290,Gregory's Little Bald Trail,16093.4,777.8496,out and back,35.54295,-83.89432,0.04833345
10028074,139,Cosby Self-Guided Nature Trail,1770.274,47.8536,loop,35.7559,-83.2078,0.027031746
10111867,145,"Old Sugarlands, Twin Creeks, Gatlinburg Loop Trail",16093.4,465.7344,loop,35.68757,-83.53477,0.028939465
10244630,145,Metcalf Bottoms Trail to Laurel Falls,19794.883,936.9552,out and back,35.67822,-83.64762,0.047333203
10030871,139,"Gabes Mountaun, Maddron Bald and Snake Den Ridge Loop",27358.78,1302.7152,loop,35.75722,-83.20895,0.047615986
10030854,94,Finley Cane Trail,8368.568,190.8048,out and back,35.60662,-83.74499,0.022800172
10033603,9,Old Settlers Trail,26071.309,1052.7792,point to point,35.70774,-83.37997,0.040380757
10235689,94,Lead Cove Trail,5310.822,353.8728,out and back,35.60661,-83.74485,0.0666324
10030856,94,Lead Cove and Finley Cane Trail,10782.578,446.8368,loop,35.60663,-83.74499,0.041440625
10242204,94,Thunderhead Prong Quiet Walkway,2092.142,64.9224,out and back,35.61749,-83.66965,0.031031545
10349553,94,Whiteoak Sinks,7081.096,194.7672,out and back,35.62771,-83.72638,0.027505232
10299002,139,Mount Cammerer Loop - Low Gap and Lower Cammerer,26071.309,1050.9504,loop,35.75595,-83.208,0.040310614
10235566,145,Little River and Goshen Prong Trail,21726.09,1363.98,point to point,35.65359,-83.58002,0.06278074
10112071,139,Snake Den Ridge Low Gap Trail,20438.617,1199.9976,loop,35.75363,-83.20682,0.058712266
10111114,290,Rabbit and Abrams Creeks Loop Trail,24461.969,1219.8096,loop,35.60777,-83.93649,0.04986555
10259293,145,Appalachian Trail: Newfound Gap to Fontana Lake,61637.723,2461.8696,point to point,35.61105,-83.42533,0.039940957
10235663,145,Meigs Mountain Trail,14805.928,450.7992,out and back,35.65192,-83.58124,0.030447211
10235661,94,Bote Mountain Trail,21404.223,1050.9504,out and back,35.62813,-83.72532,0.049100146
10259290,145,Appalachian Trail: Newfound Gap to Davenport Gap,48923.938,1736.7504,point to point,35.61071,-83.42556,0.03549899
10293410,94,Cades Cove Loop Hike,16576.201,822.96,loop,35.60674,-83.79496,0.04964708
10253852,94,Tremont Logging History Auto Tour,9816.974,169.7736,out and back,35.64103,-83.69049,0.017293883
10270198,290,Abrams Falls Via Abrams Creek Campground,15610.598,435.864,out and back,35.61058,-83.93256,0.027921032
10261650,283,Petrified Tree Trail,160.934,5.7912,out and back,44.91556,-110.43848,0.035984937
10270658,139,"Mount Sterling Loop (via Low Gap, Big Creek, Swallow Fork)",45866.19,2473.7568,loop,35.75576,-83.20782,0.05393421
10235153,94,Ace Gap Trail,16415.268,538.8864,out and back,35.64565,-83.80544,0.032828365
10002998,145,Cove Mountain Laurel Falls Loop Trail,25266.639,906.78,loop,35.68795,-83.53817,0.03588843
10111793,139,Mount Cammerer via Groundhog Ridge Manway,24944.77,1934.8704,out and back,35.78288,-83.17382,0.07756618
10111113,290,Abrams Creek and Cooper Road Loop Trail,18024.607,728.7768,loop,35.60931,-83.93526,0.040432326
10318533,205,Look Rock Tower,965.604,14.9352,out and back,35.63748,-83.93763,0.01546721
10111112,94,Abrams Creek Trail,14966.862,113.9952,loop,35.60628,-83.77778,0.0076165064
10111498,139,Gabes Mountain Trail to Greenbrier Creek,13518.456,503.8344,out and back,35.75762,-83.20969,0.037270114
10023360,212,Mesa De Anguila Trail,9173.238,287.7312,loop,29.2586,-103.76744,0.03136637
10111685,94,Laurel Creek Loop Trail,16254.334,719.9376,loop,35.62834,-83.72625,0.04429204
10037739,145,Maddron Bald,22208.893,1078.992,out and back,35.76937,-83.26669,0.04858378
10235579,139,Snake Den Ridge Trail,17059.004,1063.752,out and back,35.75377,-83.20691,0.062357213
10030321,139,Bradley Fork Trail,13357.522,260.9088,out and back,35.56287,-83.31063,0.019532725
10269553,94,"Middle Prong, Lynn Camp, Miry Ridge-Panther Creek Loop",23013.562,860.7552,loop,35.6179,-83.66969,0.037402082
10005838,94,Russell Field Trail,18507.41,791.8704,loop,35.6057,-83.77778,0.04278667
10038790,145,Appalachian Trail and Chestnut Branch Trail Loop,8529.502,416.9664,loop,35.7705,-83.11108,0.0488852
10434946,145,Cataract Falls ADA Route,1126.538,7.9248,out and back,35.68574,-83.53732,0.0070346496
10405760,145,Walker Sisters Home via Little Greenbrier Trail,7885.766,235.9152,out and back,35.69408,-83.64598,0.029916586
10040718,290,Pine Mountain Loop Trail,12874.72,429.768,loop,35.60784,-83.9362,0.033380765
10317135,94,"Abram Falls, Hatcher Mountain, Copper Road and Wet Bottom Loop",20760.486,642.8232,loop,35.59137,-83.85285,0.030963782
10266258,290,Abrams Falls Via Cooper Road and Little Bottoms Trails,15932.466,436.7784,out and back,35.61055,-83.93256,0.027414363
10245187,94,Pine Oak Nature Trail,1287.472,61.8744,loop,35.60039,-83.77414,0.04805883
10396656,145,Little Mountain via Little Greenbrier Trail,6276.426,195.9864,out and back,35.69412,-83.646,0.031225799
10339384,94,Lumber Ridge to Middle Prong Loop,32186.8,1166.7744,loop,35.64143,-83.68957,0.03625009
10253863,94,Lynn Camp Prong Trail,29611.855,1155.8016,out and back,35.61744,-83.66945,0.039031718
10028060,94,Cooper Road and Rabbit Creek Loop Trail,25105.703,901.9032,loop,35.59124,-83.8521,0.035924237
10235670,94,Crib Gap Trail,6276.426,225.8568,out and back,35.60484,-83.77035,0.035984937
10391724,94,Rich Mountain to Indian Grave Gap,6759.228,465.7344,point to point,35.64465,-83.80521,0.06890349
10111520,290,Gold Mine & Cane Creek Trails,11587.248,299.9232,out and back,35.64565,-83.90975,0.025883902
10362040,145,Newfound Gap to Grassy Patch,22047.957,815.9496,point to point,35.61114,-83.42486,0.037007947
10343693,94,Rabbit Creek Trail to Abrams Falls Trail Loop,17863.674,555.9552,loop,35.59133,-83.85286,0.031122109
10297639,139,Mount Crammerer to Mount Sterling Rd,15610.598,461.772,point to point,35.75274,-83.20308,0.029580675
10302968,94,Crib Gap-Turkeypen Ridge-Schoolhouse Gap,9656.04,260.9088,point to point,35.60407,-83.76865,0.02702027
10249047,145,Cove Mountain Trail to Little Brier Gap,21404.223,894.8928,point to point,35.68823,-83.5381,0.04180917
10425261,145,Roundtop Trail,23657.299,905.8656,out and back,35.69245,-83.64608,0.038291167
10427717,228,Balsam Mountain Loop,40394.434,1851.9648,loop,35.70024,-83.09743,0.045847032
10397577,145,Quilliam Cave via Courthouse Rock Trail,4345.218,353.8728,out and back,35.65192,-83.51326,0.0814396
10338529,94,Wet Bottom Trail,2735.878,25.908,out and back,35.59784,-83.84342,0.0094697215
10383584,94,"Schoolhouse Gap Trail, Turkeypen Ridge Trail, and Finley Cane Trail Loop",14805.928,359.9688,loop,35.62733,-83.72649,0.02431248
10004933,233,Lost Mine Trail,6759.228,334.9752,out and back,29.2744,-103.28635,0.049558204
10111163,94,Doe Knob to Spence Field via Appalachian Trail,50211.406,2283.8665,out and back,35.5625,-83.84611,0.045485012
10321830,139,Low Gap and Gabes Mountain Trail Loop,32347.734,1493.8248,loop,35.75198,-83.20504,0.0461802
10483779,139,Sutton Ridge Overlook Trail,4828.02,95.7072,out and back,35.75322,-83.20661,0.019823281
10294869,94,Cades Cove to Ledbetter Ridge,7885.766,326.7456,out and back,35.60413,-83.76884,0.041434858
10361662,290,Abrams Creek to Cades Cove Loop,25105.703,846.7344,loop,35.60787,-83.93623,0.033726774
10363878,139,Tricorner Knob and Mount Guyot via Snake Den Ridge Trail,31864.932,1571.8536,out and back,35.75324,-83.20788,0.049328636
10015800,233,Boquillas Canyon Trail,1931.208,69.7992,out and back,29.20065,-102.91936,0.036142766
10259232,94,Lynn Camp Prong and Appalachian Trail Loop,32669.602,1119.8352,loop,35.61869,-83.67008,0.034277588
10368591,94,"Anthony Creek Trail, Russell Field Trail, Appalachian Trail, and Bote Mountain Trail Loop",23496.363,1108.8624,loop,35.60495,-83.77005,0.04719294
10030975,233,Basin Drive,19955.816,667.8168,out and back,29.33452,-103.25668,0.033464767
10346542,145,Newfound Gap Overlook to Campsite 49 via Appalachian Trail,28968.12,1538.9352,out and back,35.61101,-83.42492,0.053125132
10353016,145,Newfound Gap Loop via Goshen Prong to Sugarland Mountain,46509.926,2023.872,loop,35.61123,-83.42527,0.04351484
10235598,290,Beard Cane Trail,29772.79,865.9368,out and back,35.64563,-83.80542,0.02908484
10297048,139,Appalachian Trail: Mount Cammerer to Clingmans Dome,56648.77,3081.8328,point to point,35.77038,-83.11131,0.054402467
10265023,139,Snake Den Ridge Trail to Low Den Gap Trail Loop,42003.773,2182.9775,loop,35.7559,-83.2076,0.051970985
10304636,94,Tremont Thunderhead Prong Trail,22852.629,1147.8768,out and back,35.61756,-83.66961,0.05022953
10317681,145,Cat Stairs,11265.38,873.8616,loop,35.70277,-83.35788,0.077570535
10297763,145,Mount Guyot via Maddron Bald,36210.15,1580.9976,out and back,35.76926,-83.26684,0.043661725
10389245,145,Peregrine Peak and Rainbow Falls via Alum Cave Trail,27519.715,1455.7249,out and back,35.62955,-83.45154,0.052897528
10406148,145,Laurel Falls via Little Greenbrier Trail,20116.75,946.7088,out and back,35.69409,-83.64606,0.047060724
10389243,145,"Trillium Gap, Grotto Falls, Brushy Mountain,  Bull Head Trail Loop",26554.11,1279.8552,loop,35.67578,-83.48589,0.04819801
10321953,94,"Anthony Creek, Bote Mountain, Eagle Creek, and Lakeshore to Hazel Creek",32025.865,1189.9392,point to point,35.60569,-83.77627,0.03715557
10017119,290,Hannah Mountain Trail,29129.055,886.968,out and back,35.54287,-83.8945,0.030449599
10419908,145,Elkmont to Fontana Lake,65178.27,2167.7375,point to point,35.65366,-83.58021,0.033258595
10307201,94,Anthony Creek and Middle Prong Trail,30416.525,1458.7728,point to point,35.60296,-83.76684,0.04795988
10411473,145,Mount Collins via Little River Trail and Sugarland Mountain Trail,39267.895,1383.792,out and back,35.65366,-83.58021,0.035239782
10478750,145,Cucumber Gap and Huskey Branch Falls via Jake's Creek Trail,9816.974,365.76,out and back,35.65245,-83.58135,0.03725792
10483088,139,Mt. Cammerer Backpacking Loop,52625.418,2133.9048,loop,35.75632,-83.20835,0.04054894
10485694,94,Turkeypen Ridge Trail to White Oak Sinks,15127.796,373.9896,loop,35.60674,-83.74514,0.024722015
10365517,290,Gold Mine Trail,3218.68,123.7488,out and back,35.64568,-83.90975,0.038447067
10518971,94,"Anthony Creek, Bote Mountain and Crib Gap Loop",21404.223,884.8344,loop,35.60412,-83.7688,0.041339245
10245723,94,Crooked Arm Scott Mountain Trail,18990.213,1011.936,out and back,35.60654,-83.77723,0.053287238
10028187,268,Guadalupe Peak Texas Highpoint Trail,13035.654,873.8616,out and back,31.89666,-104.82815,0.06703626
10011441,233,South Rim Trail - Boot Springs Trail,17702.74,709.8792,loop,29.26998,-103.30112,0.040099964
10009732,212,The Window Trail,8368.568,288.9504,out and back,29.27021,-103.30106,0.034528058
10007106,212,Emory Peak Trail,13679.39,731.8248,out and back,29.27022,-103.301,0.053498354
10015561,212,Santa Elena Canyon Trail,2414.01,185.928,out and back,29.16735,-103.6105,0.07702039
10033727,268,Devil's Hall Trail,5793.624,175.8696,out and back,31.89668,-104.82815,0.030355714
10014200,233,Balanced Rock Trail,3057.746,70.7136,out and back,29.41042,-103.20765,0.023126055
10000013,268,McKittrick Canyon Trail,32508.668,1330.7568,out and back,31.97778,-104.75232,0.040935446
10034817,233,Hot Springs Canyon Trail,8851.37,280.7208,loop,29.18655,-102.97276,0.031714953
10009005,233,Outer Mountain Loop,38785.094,1739.7983,loop,29.2164,-103.36906,0.044857398
10245047,233,Big Bend Hot Springs Trail,1770.274,38.7096,loop,29.17748,-102.99924,0.021866444
10034810,268,Smith Spring Trail,3862.416,117.9576,loop,31.90662,-104.8016,0.03053985
10003528,212,Emory Peak Loop via Pinnacles & Laguna Meadow,17380.871,816.864,loop,29.27048,-103.30166,0.046997875
10002136,233,Window View Trail,482.802,3.9624,loop,29.27017,-103.301,0.008207091
10236135,212,Laguna Meadow Trail,12552.852,534.924,out and back,29.27064,-103.30095,0.042613745
10015144,233,Pine Canyon Trail,6920.162,304.8,out and back,29.26699,-103.22779,0.04404521
10008045,233,Ernst Tinaja Trail,3057.746,39.9288,out and back,29.25105,-103.02342,0.013058245
10305572,233,Cattail Falls,9173.238,208.788,out and back,29.27977,-103.36844,0.022760555
10040855,233,Ross Maxwell Scenic Drive,49728.605,525.78,point to point,29.32203,-103.38324,0.0105729895
10041896,268,Hunter Peak,12552.852,809.8536,loop,31.89671,-104.8286,0.06451551
10012532,233,Basin Loop Trail,3218.68,131.9784,loop,29.27032,-103.30178,0.04100389
10007771,233,Lower Burro Mesa Pouroff Trail,1609.34,43.8912,out and back,29.23407,-103.40705,0.027272796
10002763,268,El Capitan Trail,15449.664,514.8072,out and back,31.89653,-104.82816,0.033321578
10236130,233,Marufo Vega Trail,21726.09,810.768,loop,29.19944,-102.92812,0.037317716
10244276,233,Black Gap OHV Trail,26232.242,284.988,out and back,29.17567,-103.15716,0.010864035
10000246,233,Tuff Canyon Trail,1609.34,29.8704,out and back,29.14949,-103.48735,0.018560652
10015333,212,Chimneys Trail,7402.964,110.9472,out and back,29.20576,-103.42343,0.0149868615
10236199,268,Pratt Lodge via McKittrick Canyon Trail,7724.832,103.9368,out and back,31.97719,-104.75202,0.013454895
10307702,212,Pinnacles Trail,12874.72,598.932,out and back,29.27019,-103.30096,0.046520002
10004554,233,Rio Grande Village Nature Trail,1609.34,36.8808,loop,29.17926,-102.9544,0.022916723
10273038,233,"Blue Creek, Pinnacles, Juniper Canyon and Dodson Trail ",50855.145,2120.7983,loop,29.21641,-103.36925,0.04170273
10300842,268,Devil's Hall Loop Trail,5954.558,179.832,loop,31.89653,-104.82799,0.03020073
10041901,233,Oak Spring Trail,6920.162,387.7056,out and back,29.28289,-103.35014,0.05602551
10000998,268,Bush Mountain,20116.75,1085.6976,out and back,31.89674,-104.8286,0.053969834
10036801,268,Pine Springs to McKittrick Canyon,28485.318,1239.9264,point to point,31.8963,-104.82781,0.043528613
10012661,212,Mule Ears - Smoky Creek Trail,11265.38,289.8648,out and back,29.16633,-103.43552,0.025730584
10033734,212,Sam Nail Ranch Trail,482.802,8.8392,loop,29.2793,-103.36866,0.018308125
10021131,268,The Tejas Trail,18024.607,869.8992,point to point,31.89658,-104.82809,0.048261754
10035295,233,Old Maverick OHV Route,20277.684,58.8264,point to point,29.29385,-103.49492,0.0029010414
10012434,233,Blue Creek Trail,17702.74,820.8264,out and back,29.21642,-103.36926,0.046367195
10029430,171,Colorado River Overlook OHV Trail,22691.693,212.7504,out and back,38.16871,-109.76011,0.009375695
10001611,268,Tejas and Bear Canyon Loop to the Bowl Trail,15771.532,821.7408,loop,31.89363,-104.82258,0.052102786
10365515,233,Upper Burro Mesa Pouroff,5954.558,152.7048,out and back,29.22948,-103.37776,0.025645027
10033735,233,Rio Grande Village Drive,32669.602,126.7968,point to point,29.32833,-103.20585,0.003881186
10272324,268,Permian Reef Trail,14805.928,728.7768,out and back,31.97782,-104.75233,0.04922196
10030435,268,The Pinery,1448.406,23.7744,out and back,31.89409,-104.82201,0.016414182
10042844,233,The River Road OHV Trail,81593.54,680.9232,point to point,29.19042,-103.01584,0.008345308
10254743,233,Fossil Bone Exhibit Trail,321.868,2.7432,out and back,29.41904,-103.13755,0.008522748
10020415,233,Glenn Spring OHV Trail,40394.434,259.9944,point to point,29.27066,-103.15091,0.0064363913
10256929,212,Dorgan Sublett Trail,1287.472,17.9832,out and back,29.15411,-103.57976,0.013967837
10303895,212,Mule Ear Spring,6276.426,124.968,out and back,29.16661,-103.4351,0.019910695
10004613,233,Dog Canyon Trail,6920.162,82.9056,out and back,29.61909,-103.14198,0.011980298
10007733,233,Juniper Canyon Trail,20116.75,1136.904,out and back,29.22393,-103.24117,0.056515295
10015733,229,Bryce Canyon Rim Trail,17219.938,483.7176,out and back,37.64924,-112.1472,0.028090555
10030441,212,The River Road: Lajitas to Presidio,106860.18,1176.8328,point to point,29.32949,-103.53488,0.011012828
10035296,233,Dodson Trail,17702.74,586.74,point to point,29.21638,-103.36928,0.03314402
10012743,233,Mariscal Canyon Rim Trail,19312.08,736.7016,out and back,28.98851,-103.18435,0.03814719
10305566,212,Indian Head Trail,3057.746,28.956,loop,29.33277,-103.50682,0.00946972
10271763,268,Bush Mountain Trail to Blue Ridge Loop,24461.969,1292.9615,loop,31.89664,-104.82824,0.052855987
10254719,233,Homer Wilson Trail,1126.538,20.7264,out and back,29.21659,-103.3694,0.018398315
10008676,233,Burro Spring Trail,3862.416,74.9808,out and back,29.23082,-103.41749,0.019412925
10442528,233,Emory Peak - Northeast Rim - South Rim Loop,27519.715,1121.9688,loop,29.27465,-103.30115,0.040769637
10025117,268,Guadalupe Pass: Salt Flat to McKittrick Canyon,50855.145,854.964,point to point,31.74306,-105.09144,0.01681175
10012793,233,Ward Spring Trail,4506.152,149.9616,out and back,29.24867,-103.37223,0.033279303
10271334,268,The Bowl and Hunter Peak via Frijole and Bear Canyon Trails,13518.456,934.8216,loop,31.89618,-104.82768,0.069151506
10244279,233,Paint Gap Road,12230.984,118.872,out and back,29.3585,-103.2919,0.009718924
10251074,233,Dagger Flat Auto OHV Trail,23657.299,246.888,out and back,29.48388,-103.13199,0.010436018
10236196,268,Manzanita Spring Trail,804.67,3.9624,out and back,31.90778,-104.8014,0.0049242545
10004310,233,Chihuahuan Desert Nature Trail,804.67,10.9728,loop,29.27233,-103.13587,0.013636398
10015206,233,Ore Terminal Trail,13679.39,391.9728,out and back,29.19937,-102.92809,0.028654262
10257255,268,Pine Springs Campground,321.868,1.8288,loop,31.8954,-104.82557,0.005681832
10271336,268,"Tejas Trail, Juniper Trail to the Bowl and Hunter Peak",20116.75,1003.7064,loop,31.89629,-104.82772,0.049894065
10254723,233,Panther Path,160.934,0.9144,loop,29.3282,-103.20606,0.005681832
10321161,233,River Road OHV Trail,125850.39,873.8616,point to point,29.14732,-103.49104,0.006943654
10254742,233,Rio Grande Overlook,321.868,0,out and back,29.20147,-102.97495,0
10293517,268,McKittrock Canyon to Pine Springs,35244.547,1918.716,point to point,31.97727,-104.75221,0.05444008
10004318,268,Marcus Trail,21726.09,967.74,loop,31.99556,-104.8324,0.04454276
10264047,268,McKittrick Ridge,22691.693,710.7936,point to point,31.99349,-104.83409,0.031323954
10026196,233,Black Gap Wildlife Management Area Trail,2735.878,24.9936,out and back,29.5622,-102.95257,0.009135496
10014643,233,Elephant Tusk Trail,29611.855,885.7488,out and back,29.12686,-103.207,0.029911965
10256928,233,Terlingua Abaja Trail,1287.472,27.7368,loop,29.19795,-103.60364,0.021543613
10254655,233,Glenn Springs Trail,804.67,8.8392,loop,29.17311,-103.15504,0.010984876
10254656,233,Rooney's Place trail,1126.538,1.8288,out and back,29.09906,-103.07076,0.0016233807
10264044,125,Rancherias Canyon,17702.74,390.7536,out and back,29.33275,-104.04834,0.022073057
10305567,233,Persimmon Gap Draw,2896.812,89.916,out and back,29.66011,-103.1735,0.03103964
10305574,233,Cross Canyon Trail,21404.223,944.88,out and back,29.04524,-103.10654,0.04414456
10271501,268,Tejas Trail to Mckittrick Canyon,28163.45,1085.6976,point to point,31.89671,-104.82848,0.03854988
10395082,233,Strawhouse Trail,11265.38,191.7192,out and back,29.19918,-102.92793,0.01701844
10305569,233,Dominguez Spring Trail,21726.09,369.7224,out and back,29.04482,-103.27968,0.017017439
10485038,233,Estufa Canyon to Banta Shut-In,23657.299,370.9416,out and back,29.31001,-103.16408,0.015679795
10033736,233,Old Ore OHV Road,42647.51,339.852,point to point,29.48783,-103.09819,0.007968859
10006571,48,Angels Landing Trail,6598.294,492.8616,out and back,37.25928,-112.95166,0.07469531
10012464,223,Delicate Arch Trail,4988.954,186.8424,out and back,38.73568,-109.5205,0.03745122
10027395,48,The Zion Narrows Riverside Walk,2896.812,62.7888,out and back,37.28524,-112.94769,0.021675138
10259625,47,Navajo Loop and Queen's Garden Trail,4184.284,189.8904,loop,37.62328,-112.16706,0.04538181
10014357,15,Zion Canyon Overlook Trail,1609.34,64.9224,out and back,37.21324,-112.94058,0.040341012
10031103,271,Devils Garden Loop Trail with 7 Arches,12070.05,325.8312,loop,38.78271,-109.59429,0.026995018
10018951,47,Fairyland Loop Trail,11909.116,469.6968,loop,37.64927,-112.14717,0.039440107
10012660,48,The Watchman Trail,4988.954,196.9008,loop,37.2009,-112.9858,0.03946735
10001445,223,Double Arch Trail,804.67,9.7536,out and back,38.68831,-109.53835,0.0121212425
10032796,144,Mesa Arch Trail,965.604,18.8976,loop,38.38925,-109.86797,0.019570757
10235918,47,Peekaboo Loop Trail,8368.568,442.8744,loop,37.60483,-112.1575,0.052921165
10040223,108,The Subway Trail,11265.38,397.764,out and back,37.2847,-113.09581,0.03530853
10112225,15,Weeping Rock Trail,482.802,23.7744,out and back,37.27096,-112.93868,0.04924255
10264003,48,Zion Narrows Trail to Imlay Temple and Big Spring,13840.324,1268.8824,out and back,37.28529,-112.94771,0.09168011
10218246,48,Lower Emerald Pool Trail,2092.142,34.7472,out and back,37.25093,-112.95726,0.016608432
10011474,48,Emerald Pools Trail,4667.086,184.7088,out and back,37.25214,-112.95615,0.039576903
10009973,47,Navajo Loop Trail,2253.076,139.9032,loop,37.62339,-112.16718,0.062094312
10011354,131,Hidden Canyon Trail,4828.02,283.7688,out and back,37.27089,-112.93842,0.0587754
10004146,240,Hickman Bridge Trail,2735.878,129.8448,out and back,38.28875,-111.2276,0.047460012
10028290,223,Fiery Furnace and Surprise Arch,2735.878,132.8928,loop,38.74325,-109.56582,0.0485741
10041100,144,Grand View Point Trail,2896.812,52.7304,out and back,38.31073,-109.85654,0.018202906
10241402,223,Landscape Arch Trail,3057.746,78.9432,out and back,38.78304,-109.5952,0.025817448
10112189,223,Windows Loop and Turret Arch Trail,1931.208,51.816,loop,38.68714,-109.53666,0.026830876
10281016,47,Wall Street and Queens Garden Loop Trail,4988.954,175.8696,loop,37.63051,-112.16459,0.035251796
10303153,47,Sunset Point to Sunrise Point,1770.274,24.9936,out and back,37.62341,-112.16738,0.014118493
10033026,229,Mossy Cave Turret Arch and Little Windows Trail,1609.34,35.9664,out and back,37.6658,-112.11033,0.022348542
10015413,240,Cassidy Arch Trail,4667.086,213.9696,out and back,38.26375,-111.21564,0.04584651
10383798,47,Queen Victoria via Queen's Garden Loop,3379.614,123.7488,out and back,37.63051,-112.16459,0.036616255
10008493,223,Balanced Rock Loop Trail,482.802,13.716,loop,38.70169,-109.56593,0.02840916
10040224,48,Zion National Park Scenic Drive,20277.684,292.9128,out and back,37.21787,-112.97421,0.014445082
10035418,276,Chesler Park Loop Trail,18668.344,589.788,loop,38.14161,-109.82733,0.03159295
10034934,223,Park Avenue Trail,2896.812,90.8304,out and back,38.62458,-109.5997,0.031355295
10031102,223,Sand Dune Arch Trail,482.802,32.9184,out and back,38.76475,-109.58348,0.068181984
10007994,271,Wolfe Ranch and Petroglyph Trail,804.67,4.8768,loop,38.7356,-109.52062,0.0060606212
10003094,258,Middle Fork Taylor Creek Trail,7885.766,217.932,out and back,37.4618,-113.19952,0.027636124
10262194,144,False Kiva Trail,3057.746,136.8552,out and back,38.42317,-109.90864,0.044756886
10266145,271,Double O Arch Trail,6276.426,197.8152,out and back,38.78301,-109.59513,0.031517174
10235759,48,Pa'rus Trail,5310.822,44.8056,out and back,37.20127,-112.98836,0.00843666
